@relation CommentsInstances

@attribute content string
@attribute class {1,0}

@data
'   http   www youtube com watch veqquihdhoifeaturerelated heavy metal guys will be heppy    ',1
'   thanks for your comment  of course  i don t mind  cute away     ',1
'   randal  i don t want to beat up on you here since i m very grateful you invited me to cowrite god or godless  i agree skeptics are learning something from you  so let me revise my speculation to be more precise  most nonbelievers  especially former christians  have considered your conclusions before  but most christians have not considered the things i say  you are interesting  i ll grant you that  perhaps what interests them is something dr  valerie tarico said of my magnum opus blockquotewhat is unusual about loftus is his breadth and depth of research in defense of the christian faith before finally rejecting his faith  loftus applies himself in this book with the same intellectual rigor he had applied to defending the faith  and effectively dissects those very same arguments  i found myself marveling at the impressively contorted reasoning used by apologists through the ages in defense of their received traditions  they are worth reading from the standpoint of cognitive psychology alone  blockquoteyou illustrate this better than most every other christian apologist out there     ',1
'   and you re another puppet of the marxists spouting the same anticapitalist   fair share   nonsense as your forebears a century ago  with your ironic    look how intellectual i am   grannyglasses and poorlygrown facial hair  whining about   faux news   and the koch bros  living in terror of longdead robber barons and the   corporate oligarchy   and rubbing one daily out to your wellused copy of norma rae  then patting yourself on the back for being one of the   smart people   who   gets it   why don t you pack it in  hit the bricks  don t let the door hit you in the ass on the way out because nobody s buying your constant insults  effete superiority or tired leftist garbage here    and you can jam that commie fist up your fudgehole for good measure   just try not to enjoy it too much  sorry to be so indelicate folks  i ve had it with these lefty morons   they don t even make a token effort at factual debate anymore  it s nothing but   you re so stupid      you re a racist   and various assorted leftist cliches about   corporate overlords   and   fair share    etc   that were tired and laughable to everyone but the densest of college freshmen  years ago     ',0
'   no  just people like you     ',1
'   i m not saying there is anything intrinsically wrong with the idea but to have a smug faced gimp like grayling who has never done an hoonet days work in his life is just a bit hard to swallow how about the glib twats in parliament show their willingness to adopt camiknickers   we re all in it together   and do some community work themselves hmmm  fat chance of that     ',1
'   i spilled details about her riding my dick and what i said is my woman wouldn t let him sniff her panties when he said he wanted to fuck     ',1
'   that is one fineass hairy black man  i could eat his ass all damn day  his bod needs a tongue bath desperately      ',1
'   yea but you are a dad you have an excuse to watch this stuff and not feel bad       ',1
'   fuck ya news people saying aint got my lil girl dumb fuck s she is with us and them story s r two different story s dumb pussy s fuck all ya mother fuckers making us look bad and saying it waz facebook bust no dumb fuck s it waz a song that got us in this shit so fuck them two news cast people    get ya shit straight b ya post dumb mother fucker s      ',0
'   i hope someone you love commits a crime and gets beaten to death for it  not out of spite  though  just so you can learn to accept it unconditionally     ',1
'   brazil is the future of this hemisphere  and women are the future of brazil     ',1
'   it wasn t long ago that our friend john axford was dealing cellular phones    dude needs his own movie     ',1
'   shut up and go back to your liberal clusterf u c k   your boyfriends are waiting for you     ',0
'   blueprintyou are in error if you think many at the telegraph think the bank bail outs were a good thing  and was it not the socialist moron brown who bailed them out     ',1
'   we take it you are an atheist then     ',1
'   you are an idiot    ',0
'   you get a like for that one thanks for showing some      ',1
'   dumb bitch     dumb bitch     dumb bitch     dumb bitch     what an oppa s slut you are      ',0
'   yet here you are  posting  hypocrite     ',0
'   being able to blow up the world  times over doesn t make anyone more secure than being able to blow it up  times over      ',1
'   i am not buying into this much  indians are missing a ton  got three bad outings against a red hot team     ',1
'   megapixel   picture quality  lcdled in terms of power comsumption on smartphones colors fidelity lcdled you argue about blacks and you forget all the other colors     ',1
'   never mentioned race moron   it s a high crime area no matter what race you might be        ',1
'   funny thing is  both msu and osu have owned uofm in basketball and football in the last decade     ',1
'   i have said this before  but i will say it again  when i was riding shotgun on a helicopter  i never saw one white soldier refuse to be airlifted out because my pilot was black  i never saw one black man who had blood a different color than mine  and i never held the hand of a soldier who was dying who wasn t a man i was proud to call my brother  regardless of skin color  racists who think that god colorcoded human beings so they wouldn t have to judge each man for his character and actions are ignorant  unchristian fools i m not a fan of dys  but given the number of people who post here who act as if their skin color made them better than others  i am glad he made a point of foster s color     ',1
'   you are going hog wild pinning         thank you     ',1
'   if only your mind was a couple of molecules less simple so you could be literate enough to spell a single simple word     correctly     ',0
'   wow you are truly an idiot  just shut up   you know nothing     ',0
'   not their fault but reason enough     ',1
'   looks like you are the alpha dog here     ',1
'   way to describe over half the things on your favorite os    ',1
'   ben rose is a hot little fucker in every way     ',1
'   that really sucks you can t enter is your not a north armerican scum  fuck the terms and conditions i m entering any way even if i have no chance of winning     ',1
'   you re calling me stupid  um   o  k         ',0
'   i was not shock when he stated that iy was his white house instead of the peoples house because he really believe that he s the superior to all the other presidents and he s the only one according to him and the way he thinks is the only president that is doing right for us the citizens which of course is not true  he s a sad man to believe that he s so superior and above above all the other presidents  he always have to be bouncing up and down the stairs like a spring chicken and always have to try and be hip with the greeting hugs and the flapping of chest to chest with the hand shake to top it off  many times he speaks in a preaching tone of voice and wants to sound like the late dr king  the truth is all he needs is some one on podium with him to play the organ  the man is an actor and really belong in hollywood  no wonder he always hangs with the hollywood crowds and he pretends to be a rock star  like he stated  my white house  i wonder what will comes out his mouth next  oh he also stated that the private sector is doing fine  it s sad that many in theses united states are having a hard time and suffering and he has no clue nor really could care less as long as he has a place to stay and  square meals every day and in his white house as he stated   oh by the way have you all notice that everything that is going on is not his fault but it s the fault of everyone else but him  according to him he s doing a great job and everyone else is doing a lousy job  in other words he s  perfect without any flaws more that the master that created these heaven and earth and created every thing within it s borders  the i say he must be powerful so much more that god  well time will tell as usual     ',1
'   who is preventing you from praying     ',1
'    million people  about   to  million participated in the arab spring revolution    little math here but you re still a minority at the voting booth     ',1
'    shonaliit is interesting the varying sentiments on this issue  i agree   for professionals  it s a nonoption  for others   why are you on twitter   a very public platform   anyway   use email     ',1
'   bruins                               ',1
'   seems to be working like it s on steroids eg very well     ',1
'   i can asure you putting a cap on benefits would make a lot of folks bringing more kids into a workless workshy family to use their head for once  if i was british and knew i could earn so much sitting on my arse all day playing video games while eating fish and chips  go to the pub later and then go in with the misses and make more babies would i want to work to earn money    em     em     em             ',1
'    dan tm  skywaker  david  and we kept him on the hook for the next however long     ',1
'   anyone who says youknowwhat is a fucking jerk     ',0
'   such a sweet post  i love the wedding photos   you are as beautiful now as you were then    glad you had such a wonderful day         ',1
'   suck my dick    ',0
'   this law is going to be overturned  for reasons of constitutionality soon    prohibition now       ',1
'   that is ridiculous    you clearly have no knowledge of why gay people want to marry    marriage has nothing to do with the bible    marriage is a contract that protects the individuals involved     ',1
'     you re so lame    get da fuck outta here fag boy          ',0
'   be a war the first quarter  i think the thunder know they over matched when the made their run and got answered    ',1
'   so why are the democrats still blaming bush  still blaming the gop for obstructing  when the gop are the only ones passing legislation  blaming the gop for forcing the president s hand on keystone xl when it was  and  to pass that bill     ',1
'    truth   niggas still going platinum so i dont want to hear bootlegging killed your album  you album didnt sell cause its wack     ',1
'   thanks for killing michael jackson white people   you are the real devils     ',1
'   obama has spent more in  years than bush did in   budget chief jeffrey zients is full of bs if i wanted to watch a horse s ass drop a load of dung  i d go out to the farm     ',1
'   you are so nieve     ',0
'   i was gonna post the same shit     ',1
'   i ve always been a cisse fan  welcome back to the epl     ',1
'   it also show that gangs have easy access to jobs within th city  and are protected by all the rules of employment with the city   here s an idea  drug distribution by city employees who are involved in drug gangs using city vehicles and taking advantage of city security systems to avoid detection  not as far fetched as it might seem at first  like   sqeegee kids   but with a dental plan     ',1
'   people are saying this will give you a heart attack   haha idiots     maybe if you attempted it every day  having a crack at it will cause you no harm  even the guy that has had three attempts  thats over a six month period  people always have to find a negative  i d have a go     i d fail and have a laugh about it     ',1
'   my imoression is that clint and natasha had something once but were now just friends and comrades     ',1
'   oh your just so intelligent and quick with the quip that your rewardyou qualify to smell my ass    ',0
'   get yer towels ready  roenick s warming up the tear ducts    ',1
'   what is wrong with lace fronts    personally i think if u a grown ass women that wear weaves but dont have any lace fronts  u need to step ya hair game up  lace   fronts r at the top of the hair   pyramid   lacefront is not going to go out of style  so if u hatin on lace fronts that most likely means u cant afford one   lmao step it up bitches      ',1
'   this is the new america  we are a bunch of spoiled  weak  drugged up dependent zombies who can t handle the   challenges of life  it is the same mentality that is changing this country for the worse  every one now either suffers from add  or depression  or is bi polar  etc  we now want a   happy   pill to make everything alright  if our job causes us stress we want to be able to quit and collect disability the rest of our lives  and party with our other worthless friends  staying drunk  and doing crack  weed  meth  etc  these are our   hollywood   role models for our kids  along with the professional athletes who do the same  these are the obama voters  who see the govt  as their best hope  sad  china  and other countries have to be licking their chops as they watch the once great country self  destruct from within         ',1
'    spiffo  jerky not somich here or here    but right here  nope ship shape     ',1
'   i wouldn t even know where to start you are such a fucking ignoramus       ',0
'   i have a feeling you are even dumber than you sound     ',0
'   let sleeping dogs lay  if the whole secretary general has no way of contacting his bosses for consultations  then the party is doomed  as amongi asked  who is the new chief whip going to whip  all upc mps despise otunnu and his cronies  anyone associated with otunu can never be a upc mp  ogwal should wave goodbye to his seat come      ',1
'   i had to check and yes that is available on a tshirt for purchase     ',1
'   that is so cute you are whereing that as your senior outfit    ',1
'   sweetie pie is looking very much like her cousin maggie e   what a beauty this little one is  love you all to pieces       ',1
'   meanwhile  romney is waiting to say anything until his people behind the curtain tell him what to say    ',1
'    hdnaturetv   gelugon baat gelugon is kevin van ord  shocking news    ',1
'   it s not like all straights have an issue with homosexuality   the issue appears to be that some people of some faiths somehow think it is contagious or are afraid of the temptation or something   the issue here is appeasing the evangelicals and the biggest issue is that the people who seem to care the most are the least likely to actually run into many gay people to start with        ',1
'   this do nothing congress is compromised  i ll bet most have some sort of sex or money scandal lingering in their background  why  they have been in dc for too long where sex and money are abundent  dnc operatives probably have all sort of incriminating evidence which keeps this do nothing congress neutered  they are enemies kay and may be tried for such if this country goes into anarchy     ',1
'   put your weak azz handle up first beetch    ',0
'   babastars  otr i say fuck em kejt   homie kta kta jon kejt pussypaguj lek si me hupci me stupcivjen musafir reper mir t presumvjen reper gangster t vnojm n shenjesterhomie is new york city sun um gjen dot hall on filli     ',1
'   idk  just thought you were  lol    ',1
'   remember  when you support hollywood actors  you are funding obama and his thugs  boycott their movies and cancel your movie package on your cable     ',1
'   hahahahahaha     ic ever think we just come here to laugh at youassholes nope   i bet you don t the only thing you re going to see in november is obama s big bl ack dick hanging in your face for another four years lol      priceless       ',0
'   are you putana     ',1
'   you are a moron    ',0
'   its the kings isaiah lol  not the legend hhahaha    ',1
'   odd you post this  you critize me every day     via email   via pinterest   via twitter   wherelse  via south station   btw everyone there are just as big of losers if they condone your   relationship   with a married man   whore    ',0
'   things get too hot for me   you mean when a pack of reactionary attack dogs write  deceitful  personal attacks on everything i posts there naw  i just posted another comment  so you can respond with your routine  idiotic and deceitful   flagged for smarmy content  and lies     fyi  they don t seem to give a shit about your inane and immature kneejerk reactions     ',0
'   oh man  la confidential was sooo good    ',1
'   so you prefer the back room deals like the   louisiana purchase   and buying dem votes followed by passing a bill it turns out no one read      ',1
'     but in the real world  not yours filled with bigotry  gay marriage cannot be illegal under religious means because you are forcing someone  by law  to practice your beliefs and the government is restricted by the first amendment to support religious laws     ',1
'   they cut justin helwedge and signed cameron kenney     ',1
'   finally  a pac record that will never be taken away   a  bowl team  bwa bwa bwahahahahaha    ',1
'   happybunnyx  what things would those be  name some and ill list you a score of films  books and songs which have indeed joked about them  made millions and received acclaim  sorry  you are wrong  in society humour has always been tasteless and insensitive and this is no different than anything else     ',1
'   micro usb might be nice  but the dockconnector is much more powerful and common  it s a serial interface nonetheless  this design here is fake  it has contacts for a touchsensitive  nonmechanical button left from the homebutton  which is a hint at a androidchinesefakephone and the headset is on the bottom  not applelike at all     ',1
'   it s called the marxist who wants to break americanot surprisedit s their agendas and people like these  libs on herejust suck it upno concern over the fact that he s killing our country     ',1
'   i get your racism  however  i doubt seriously if va has less crime than pg county  but nice try stirring the pot     ',1
'   you don t have any friends do you  try dickin  your mouth  com    someone there will like you    ',0
'   not a great idea  we are the most powerful country in the world  better they know we will blow the enemy off the map the better  don t mess with usa     ',1
'   you think people don t know lmao  but what s sad is you should be proud of who you are   why are you hiding that you re a lesbian    that s the real question     ',0
'   still think you are a soulless  talentless hack    ',0
'   im going to period blood all over your dick    ',1
'   time to jump off the bridge and end this embarrassment   thanks     ',1
'   you re just not happy are you  lol    ',1
'   do you eat dogs  have you seen a psychiatrist  is dykesonbykes org down  try nambla org  you ve got mail there     ',1
'   you are wrong about brown people having to prove they re citizens  that idiotic law is on ice  cops don t like it  they know there will be a shit storm of law suits and civil disobedience if it is upheld  and for the umpteenth time  that was my congressman who was shot by a disturbed person had a long history of bizarre behavior  any mass shootings in michigan  or wherever you are from  brewer was only a pissant secretary of state and became gov  because janet napolitano resigned   putting her ambition before the state  fuck her   perhaps we should go down the list of crazy tea baggers in every state of the union  every mass shooting  every crazy law that has been passed by tea baggers  who got their way because the left and center were too lazy  complacent and disorganized to compete with them the stereotyping that has gone on here on this forum would make nativists and team baggers very happy indeed  they can say    see  they re just like us  do you all talk shit about alabama  which has a stronger immigration law than the one in az which isn t being enforced  if you do  you are wrong to do that  morris dees and the splc are from alabama  as are a lot of other decent human beings who resist the craziness that tea baggers are doing their damndest to spread around  the cowards who won t say where they are from on this forum love to talk shit  but lack the tanates to take it     ',1
'   fuck you rascist muthafucka    the only uncivilized ppl are you rascist fucks  get a grip whites blacks latinos etc  all act the same when pissed the fuck off wrd    watch ya mouth b you end up dead wrd tho    ',0
'     don t go changing your mind like some fucking pmsing girl    yeah  this is beautiful  not sexist     ',0
'   i will definitely not complain about mint and peach color blocking  you can do it as much as you d like     ',1
'   what a load of codswallop  you tell me that when my ankle starts to itch in the middle of the night  i get pleasure out of rubbing it raw  whilst trying not to wake the mrs  another complete and utter waste of money  that could have been spent on medical research into life threatning illness s     ',1
'   caveman only a true idiot would put links to foxnews in their reply   you also probably look in the mirror and tell yourself your good looking   what a dbag   today as we celebrate that so many of our men and women have been killed in needless wars maybe you can take a minute to reflect on the part you played in their deaths     ',0
'   shove it you are not even a parent are you     ',1
'   so i guess tateyama is your mop up man     ',1
'   what kind of shitty name for a sword is heart eater     ',1
'   yes we are not as corrupt as you are       ',1
'   i d bet anything you are ginormous when fully erect     ',1
'   why are you   certain   of these claims     ',1
'   lolololol  you sound like an idiot     ',0
'   are you fucking kidding me  you deserve to fucking rot     ',0
'    gracechcalm down  it was a joke  stop trying to ruin all our fun  so just who are all of you    i have to change a vowel here  you and your ilk  look it up muppet  ara pracks    ',1
'   ron paul is so awkward  when he walks into a bank they turn off the cameras out of politeness     ',1
'   nice one mike don t take no crap    love your reviews glitches keep em coming     ',1
'   why don t you  use jake s current picture  he always looks gross  he looks depressed   he s definitely not hot at all  he looks like a homeless guy all the time     ',1
'   lol boichi really makes you wonder doesn t he  how much time is spent proofing  inking  finalizing  i want to know  hell i want to intern god dammit how the fuck do i get on board    come on kube let s go to japan     ',1
'   barack obama has tried to do exactly what he said prior to being elected  i use the word   try   because of the unprecedented obstruction he has had to deal with     ',1
'   it is indeed a fallacy and will always be a fallacy     ',1
'   same here  i voted for him in  and i was proud to do it     ',1
'   this effort on mankind to legalize   gay marriage   is foolishness  god and the bible never has recognized such  in fact  the only marriage he authorized is between one man and one woman  no matter what laws are passed an enforced to protect   gay marriage    we  christias  will never accept it as marriage  nor will we stop preaching sermons  etc  teaching from the bible that such practices are sinful and against god  in addition  we cannot  in accordance with the bible  say yes to performing   gay weddings    gay marriage is not what god created   in the beginning       ',1
'   this guess the clown game was stoopider than bri s bigstoopido contest   whoozewiffme             i ve got a guess   who gives a fuck     ',1
'   nobody said they could take away your honours or accomplishments  so stop tying to sour others so shut up and take a loss fergie     ',1
'   who wants me to fuck them so hard that cum will cum out of there face    ',1
'   please go study up on bain hav e you ever heard of staples  dominos pizza  sporty authority the fact that you have no idea what you post does not stop you  i sure hope you are too ypung to vote because you dont have any idea    ',1
'   just saying how far ahead we would be as a planet if the white greedy  romans hadn t created a fake religion and racial hatred to keep power just a little longer we would be living the the stars by now with our own planets     ',1
'   hasn t everyone had a least a minor flirtation with a teacher  i don t know  it s not all that scandalous to me  if you were underage  it was simply criminal     ',1
'   she did not here you  a great story that someone like you has to be negative about you should not even be able to comment    ',1
'   wow  your mom s a cunt     ',0
'   i m going to have to go back to check my birth certificate  i was born in a ussr controlled country while we had communism  my shit might be fake too lmao    ',1
'   you are the biggest idiot ive seen here and ive seen many  you need your medicine and as for your love affair with oddesa girl shes a man  for real a gay man     ',0
'   i hate your fuckingliberalcocksuckngmotherfuckingass more than you know   stop the trolling and i will too     ',0
'   why are you so hung up on skin color  jm     ',1
'   ids is one of a dying breed  politicians who really try to do what is right and fair  i m sick to death of the lefties harping on about  the most vulnerable in society   when the people they refer to are really   the scoungers   in our society  the government are not trying to put genuine needy people into unfair situations  they are trying to be fair  by not making those in work pay unreasonable amounts to fund those not working  the left know this  but won t admit it because it doesn t suit their agenda  those who re working deserve a fair deal too       ',1
'     who gunned down an unarmed teenager just walking down the street   so much for that fair trial you spoke of  how quickly you are to forget    ',1
'   didn t they say he was slow in school too they would be right     ',1
'   go vote for him then nobody else is  he broke this country  anyway wasnt talking about you just the person that likes child molesters     ',1
'   when you cry about a st place team you are doing everything wrong as a fan   not saying you personally are the one doing the crying but if right now you are being a lil b tch so you get huddled in with that crowd    ',0
'   bwahahaha   people will forget about steve jobs in  years    ok and we will also forget einstein  shakespear  ben franklin  and while we are at it  we can go ahead and forget the founding fathers and any other important figures over the next  years too   at least if our govt keeps trying to run schools   then he may be right     ',1
'   you are correct      ',1
'   your dumb in canada we dont have to pay if you dont like the service you get a full refund back     ',1
'   you re supreme leader khameini has made some statements visavis israel which most normal people would construe as a threat the one about   wiping the zionist regime from the pages of history   comes to mind     ',1
'   i don t think duh u can reasonably expect any nc s anytime soon  your biggest recruiting inducement  blow and hookers  has been removed and now your former ad coi member has just passed away  if you sucked while all of those resources were flowing into the program then imagine what its going to be like without it     ',1
'   back under your rock     ',0
'   no juan  the republicans are rank amateurs when it comes to using a wedge    the real pros are in the white house  and they only need one wedge   warfare    and they aren t using it as a wedge  it s a bulldozer    the republican may not be seeking an edge    they may actually be expressing issues of conscience    as much as you might like to think of them in terms of political issues  gay marriage  abortion  and suppression of religion are actually matters of conscience    they may not win  politically  but at least they ve battled for what is right         ',1
'   he had the shits  lol   wtf    ',1
'   you know you are politicle farce when you hire donald trump for a lift in the red neck polls        ',1
'   i love kelly  i am so glad that she has found happiness  she is a sweetheart and genuine  she has the best voice in music  lover her      ',1
'   i totally banged this chick http   sportsnation espn go com fans edwardn fans edwardn albums  images     ',1
'   she s pretty  but that gap is not attractive  i would ask why she doesn t get it fixed but i guess that s her trademark     ',1
'   heyhey   big pine   i was just thinking about a guys comment about how negativity is making people leave   i thought   well  i have actually noticed more abundance in familiar names  and less random names     i bet the same people are still reading articles  and just staying out of the feedback comments   that sounds like a good thing to me   those people were probably leaving stupid feedback  and didnt like the reality of what people thought   also   if  they were able to be chased out  they were probably only halfa   interested  and frankly  those arent the kind of people i want leaving feedback for our genre anyway  it is good to see you  and a bunch of good guys  out here    d then there is youknowwho  d  dumb as he is  at least he refuses to be run off   i saw him leave a competent spidey comment the other day  and got  votes for it   maybe he has potential   sadly    i guess i have no choice but to see if he comes around   and no that was not a joke about his horny carl wackoff profile     ',0
'   go drop dead with your tramp ass wife and your bastard kids     ',0
'   we are german    i am gonna change the pic i think    ',1
'   you are right  trade stubbs now    ',1
'   heey iedereen is fuck doei    ',1
'   lolololol  look at you  you re an old man and your only sociallife here  oh lolol  pathetic     ',0
'   samba for bassong       ',1
'   lol       ralph you are the guys who are still in moi era       ',1
'   hmm with that logic the kings are  out of    they have no chance     ',1
'     best selling book       sorry  the boise journal s best seller s list doesn t cut it    ',1
'   hey  you re welcome  i like your writing style  ummm    when is part ii coming out  it sounds interesting         ',1
'   what can mere mortals do in the face of such demigods as these     ',1
'   i have been told they are actually very good in that copypaste dept  a weekend is more than enough for them    ',1
'   i have owned guns all my life i m going to buy more guns i would encourage all white americans to buy all the guns and ammo you can afford learn how to use your guns buy night vision laser sights practice often  anything that will make your shooting more accurate buy guns and ammo and bury them in different places teach your kids how to use them and teach them there is nothing wrong with defending yourself encourage your friends to do the same let them know how liberals and minorities really think remember it is your constitutional right to keep and bear arms for the right of self defense support the nra  and never forget that the liberal democrats want to take your guns and your gun rights these rights are god given and backed up by the constitution all the signers of the constitution were white men most of the people that want to take your guns are not     ',1
'   there some ic get  em on  get  em over  get  em in small ball     ',1
'   sure  what s next   decorating the roadside trees with nooses die mofos     ',1
'   watch lebron james will get his revenge on spurs this june for what they did to him in  finals              lbj will prove the world wrong and his haters will just s h i t themselves in front of their tv s      lbj will go solo on the spurs and burn them alive     the world will feel the wrath of king james    ',1
'   anybody ever get the chance to watch washington play ss before ranger games     ',1
'   and so  dummy bob  is there a reasoned foundation for you post  that is   other than bnonsense b    ',0
'   sorry forgot the biggest cunt linker fuck u to cunt linker asss liking cunt    ',0
'   get the fuck to iowa u fucks     ofwgkta is worldwide   wtf    ',1
'   i feel genuinely sorry for this woman  who cares hw much money someone has      love is more then enough for me  i am the happiest i have ever been with my man  neiter of us have a lot of money   but we have each other   im not materialistic at all  things like that arnt important  and your in for a seriously un happy life if you think so     ',1
'   i like many others feel like i ve been taken for a fool  they don t give a shit  they ve already got our money     ',1
'   i don t buy gordon brown was as hated as all that  by the time of the election public opinion had begun to swing towards him  because it was clear he was being subjected to a particularly virulent character assassination    how else can you explain him being villified for writing in large letters and misspelling a name when he s damn near blind  i thought writing a handwritten letter to a dead soldiers mother showed some heart and decency  whatever i thought of his politics still  considering osbourne supported all of gordon s policies when they seemed to work  attacking him for legit reasons would have been rather difficult      ',1
'    pbreaker still didnt work for me  idk what s going on haha   p    ',1
'   are you high right now  no other explanation for your useless comments      ',0
'   lovesgolf  minutes ago want to play games  so can i    ',1
'   just another pissant rambling     he be     ',0
'   people are dumb what can i say     ',1
'   welcome home thank you for your service  now enjoy your family       ',1
'   just look at this puke and tell me that a conservative can t look at the face of a liberal and tell immediately that he is in fact a kook     ',1
'   benjamin  why do you persist with this idea that gay people don t look well    you re in a dream world  many gay men look after themselves to a far greater extent than their heterosexual counterparts    many gay men are well dressed  well educated  spoken  enjoy a healthy diet and work out at the gym    something s the matter with you my friend  not with the gay community     ',1
'   it s either you are upset because you know you re gonna lose or your pmsing o o    ',0
'   santanna      uhhhh  no      they always beat up on shields like crazy too      so i ll give you the verlander game when he was obviously way off of his game      but i ll still give it to you      and what happened in the very recent price against cc game          ',1
'   dan amdyou have realy no clue on every single idiotic comment of all your posts we all don t enjoy your stupid pro amd b u l l s h i t ignorance please crawl back then in the fat ass of your gay loving buddy charliedemerjian semiinaccurate and try to find the light inside  u stupid fag we realy don t need and want your post here anymore     ',0
'    pulls out plasma cutter  let s do this shit i think expanding the bracket to include another  games is a solid idea  especially with the inclusion of pc games now as far as the division of the eras is concerned  i think keeping the same setup as last year is fantastic and i think the change in demographic here will definitely make things a little more interesting i m pretty indifferent about the schedule for matchups  but i love the changes you made to support blogs and regular voting although it will definitely lead to bigger and more rageinducing lulz  d    ',1
'   will someone throw stuckey a scooby snack or a joint and shut this perv up     ',0
'     are you seriously suggesting that the foundation of good parenting is opposing genitals   you reduce human beings to their genitals do you  you reduce male and female to their genitals  do you mind you  you do reduce the marital act to   orgasm   orgasm is a means to an end  genitals  are a means to an end can you guess what that end is   cewubaaca disqus      ',1
'   just gonna point this out to everyone talking about it  even if chihiro had sex with rea  she s a fucking zombie i might get a blowjob though      ',1
'   people dont seem to understand the point of what sony is trying to do here  which is ok  i ll tell you  the main reason they have not officially announced anything yet  is because they are more then likely currently working on something    they are not going to actually announce that something and show it off until they are satisified that they actually are ble to do something more powerful then  ps why be like nintendo and hype your newest console up  but then send a pr rep who didnt even know if the wii u was going to be  or p and dodging questions about the hardware tech itself with an answer of   well  entertainment is out main focus        two  this report is bogus to begin with anyway  microsoft and sony    using the same graphics card   there would be no point because both the games on the consoles  even with console exclusives would look the same and i m pretty sure microsoft and sonys main goal is to have better looking games then the other    not games that look the same but are on different systems     ',1
'   when you shit does it come out cellophane wrapped      ',1
'   zimmerman went for an object in his jacket and got punched in the nose in the process  had martin gone for an object in his waistband you would have defended zimmerman under syg if he had drawn faster and shot unarmed martin     ',1
'   the first rove   lie   is his opinion that the obama immigration ukase is illegal  now  i could prepare a thorough refutation of mm s ridiculous legal analysis  see  i actually understand these issues  i ve dealt with more complex issues of agency enforcement discretion  i know what it is and what it isn t   and it isn t this  but that s really beside the point  because anyone with a brain knows that rove s opinion can t even qualify as a lie  i really can t believe you are this dumb  or why i bother  which i will now stop doing     ',0
'   no he will win by  strokes against the super senior players    ',1
'   you are one really thick ldiot     ',0
'   bitches shut ur face     ',0
'    morcar   you are one deluded idiot  that has got to be the stupidest comment i have ever heard  what a complete and utter plank you are     ',0
'   new jersey  where you save money on gas and have someone else pump it     ',1
'   the alberta pcs have been distancing themselves from the cpc more and more   the federal cons weren t just absent from the provincial election because top cpc brass favoured wildrose    they weren t invited because they re liabalities     ',1
'   you re forgetting doctor who theme    ',1
'   get your tissues out libs   obama is going down     ',1
'    blaine jungwirth someone has a case of puppy love  ba dum pssshhhhhhhh     ',1
'   yeah that s called every night     ',1
'   reading comprehension difficulties i see  thats okay there are remedial es you can take     ',0
'   julie  you are making me hungry     ',1
'   which conference has the best football graduation   sec or the pac          ',1
'    kevmille  tomosaigon    ',1
'   you don t even know what zionism is you ignorant fool     ',0
'   trolls all over the board    there is special place in he ll for those who dance of the graves of good men    go share a beer with the terrorists  more your style  buddy     ',0
'   all of y all sound like some lil bitches  yeezy this    yeezy that   are they gonna   are they not gonna drop    man shut the fuck already  every last one of y all acting like some hypebeats  pull your skirts down and your pants up and stop wettin yourself for a fuckin pair of shoes     ',0
'   ya im a moron   its people like you the reason why shit like this happens  the guy was on lsd clearly there was something wrong with him    could this have been handeled different sure it could  shooting someone un armed is not the answer  was the cop in any immediate danger  had this been a black person all you freaks would be saying it was a hate crime  keep your negative comments to yourself  everyone has there own opinions and i have mine   a responce like yours and some of these other people on here is the reason why the south lost the civil war  really shows your mentality down there     ',1
'   hey  guess what  if you spam this  times  this will happen a beautiful mermaid will float down from the heavens and give you everything you ever wantedyou will live an absolutely terrific lifeif you don t spam this  times  this will happen your family will dieyou will get eaten and then raped by wolvesseriously you idiots    stop the spamming    ',1
'   the only thing that comes to mind when looking at the slide show and seeing that poor soul lying in broken glass with his legs half blow off is a line from scar face   look at you now     as tony took out sosa s terrorist      ',1
'   yeah being a celts fan it was tough to watch those fouls get called but that didnt lose them the game though  got to hit there free throws and have a better showing out of pierce in game   if your going to call fouls for showing up the refs then they need to go both ways  jmaes gets pretty animated with the refs when he is unhappy but very rarely if ever gets t d up    ',1
'   dont breath on lehumble  you piece of shit    ',0
'   how do you do     ',1
'   bla  bla  bla   grow up little boy  you seem utterly clueless     ',0
'   imagine the money to be had   instead of swim with the dolphins    swim with the aliens and mermaids     ',1
'   ive got news for you maryed littlelordwimpletonpleasedontsmackmylegsagainyoubigbullystheguythatkidsstealsweetsoff millibandwill never get the top jobso all your efforts here are wastedgo and preach to the converted      ',0
'   yyyyyeeeeesssss                   ziggles gets a title match  fuck yeah     ',1
'   uh no it doesn t adam   talk about speaking out of you ass     ',1
'   if we were in someone else country i would understand why the principal did this      but this was done right here in america    so principal greta you did not want to offend those foreigners who are not citizens of this great nation because of political correctness and cultural sensitivity     will bright girl you just offend over  of the americans and the american culture   what about our culture principal greta   foreign culture takes precedence over american culture on our own soil now       ',1
'   you people can bag on fox  but every time i learned about a subject and looked it up and read about it  then watched the news  they are the only ones that told the truth     ',1
'   until she is excommunicated by her bishop  she is a catholic and remainsone with all the rights to receive communion and other sacraments    ',1
'   jlhanxson don t believe all you read in polls             ',1
